reactant_1,reactant_2,product,Yield
CCCCC(=O)Cl,COc1ccc2cc(-c3cc4ccccc4o3)ccc2c1,CCCCC(=O)c1c(-c2ccc3cc(OC)ccc3c2)oc2ccccc12,60.2
CCCCC(=O)Cl,CCOC(=O)COc1ccc2cc(-c3cc4ccccc4o3)ccc2c1Cl,CCCCC(=O)c1c(-c2ccc3c(Cl)c(OCC(=O)OCC)ccc3c2)oc2ccccc12,23.0
N#CCOc1ccc2cc(Br)ccc2c1Cl,OB(O)c1cc2ccccc2o1,N#CCOc1ccc2cc(-c3cc4ccccc4o3)ccc2c1Cl,55.7
C#CC(C)(C)O,COc1ccc2cc(Br)ccc2c1,COc1ccc2cc(C#CC(C)(C)O)ccc2c1,99.9
CCCCCc1c(-c2ccc3c(Br)c(OCC#N)ccc3c2)oc2ccccc12,[N-]=[N+]=[N-],CCCCCc1c(-c2ccc3cc(OCc4nnn[nH]4)ccc3c2)oc2ccccc12,66.1
COc1ncc(C(=O)O)cc1Cc1ccccc1,O=C([O-])[O-],COC(=O)c1cnc(OC)c(Cc2ccccc2)c1,99.1
C#CC1(O)CN2CCC1CC2,COc1ccc(Cc2nc(C)ccc2OS(=O)(=O)C(F)(F)F)cc1,COc1ccc(Cc2nc(C)ccc2C#CC2(O)CN3CCC2CC3)cc1,83.2
C#C[C@@]1(O)CN2CCC1CC2,F[C@@H]1CN(c2ccc(I)c(Cc3ccccc3)n2)C[C@H]1F,O[C@]1(C#Cc2ccc(N3C[C@@H](F)[C@H](F)C3)nc2Cc2ccccc2)CN2CCC1CC2,40.4
C#CC1(O)CN2CCC1CC2,C=CC(O)COc1ccc(OS(=O)(=O)C(F)(F)F)c(Cc2ccccc2)n1,C=CC(O)COc1ccc(C#CC2(O)CN3CCC2CC3)c(Cc2ccccc2)n1,22.9
C#CC(C)O,O=S(=O)(Oc1cc(Cc2ccccc2)c(Br)cn1)C(F)(F)F,CC(O)C#Cc1cc(Cc2ccccc2)c(Br)cn1,79.0
CCOC(=O)c1ccc2cc(O)c(Cc3ccccc3)nc2c1,O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F,CCOC(=O)c1ccc2cc(OS(=O)(=O)C(F)(F)F)c(Cc3ccccc3)nc2c1,75.4
CCCC[Sn](CCCC)(CCCC)c1cccnc1,Ic1nc(Cc2ccccc2)cs1,c1ccc(Cc2csc(-c3cccnc3)n2)cc1,25.8
Cc1cccc2c1CCC(N)(C(=O)O)C2,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,Cc1cccc2c1CCC(N)(C(=O)O)C2C(=O)OCC1c2ccccc2-c2ccccc21,74.0
C1CN[C@H](CNC2CC2)C1,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)O,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@H]1CNC1CC1,73.4
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)O,O[C@H]1CCN[C@@H]1CNC1CC1,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CC[C@H](O)[C@H]1CNC1CC1,31.1
Cc1[nH]c(C=O)c(C)c1C(=O)N1CC[C@@H](O)C1,O=C1Cc2cc(S(=O)(=O)Cc3ccccc3OCCN3CCOCC3)ccc2N1,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4ccccc4OCCN4CCOCC4)cc32)c(C)c1C(=O)N1CC[C@@H](O)C1,69.3
C[C@H](Nc1nccc(-c2cc(Sc3ccccc3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1,[O-][I+3]([O-])([O-])[O-],CC(Nc1nccc(-c2cc([S@@](=O)c3ccccc3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1,28.0
C#C[Si](C)(C)C,Fc1ccc(-n2ccc3cc(Br)ccc32)cc1,C#Cc1ccc2c(ccn2-c2ccc(F)cc2)c1,35.1
CCCCCC(CO)c1ccc2c(c1)C(C)(C)CCS2,COC(=O)c1ccc(O)cc1,CCCCCC(COc1ccc(C(=O)OC)cc1)c1ccc2c(c1)C(C)(C)CCS2,76.8
C=CCC1(C(=O)OCC)CCN(C(=O)OC(C)(C)C)CC1,Fc1cnc2ccccc2c1I,CCOC(=O)C1(CCCc2c(F)cnc3ccccc23)CCN(C(=O)OC(C)(C)C)CC1,56.9
Nc1cccc2c(O)cccc12,O=C(Cl)CCl,CC(=O)Nc1cccc2c(O)cccc12,76.0
CCOC(=O)c1c(O)c2c(OC)cccc2n(C)c1=O,CNc1ccccc1,COc1cccc2c1c(O)c(C(=O)N(C)c1ccccc1)c(=O)n2C,83.0
CCOC(=O)CCCCC(=O)c1ccccc1,NNc1ccc(Br)cc1,CCOC(=O)CCCC/C(=N\Nc1ccc(Br)cc1)c1ccccc1,98.2
CCOC(=O)CCCC(OC(=O)Oc1ccccc1)C(=O)c1ccc(Cl)s1,[NH4+],CCOC(=O)CCCc1oc(=O)[nH]c1-c1ccc(Cl)s1,58.0
CCOC(=O)CCCC(O)C(=O)c1ccc(F)cc1,O=C(Cl)Oc1ccccc1,CCOC(=O)CCCC(OC(=O)Oc1ccccc1)C(=O)c1ccc(F)cc1,93.0
BrBr,CCn1ncnc1COc1cn2c(C)nnc(-c3ccccc3)c2n1,CCn1ncnc1COc1nc2c(-c3ccccc3)nnc(C)n2c1Br,63.3
C[Si](C)(C)N=[N+]=[N-],N#CCCCn1ccc2cc(OCc3c(Cl)cccc3Cl)ccc21,Clc1cccc(Cl)c1COc1ccc2c(ccn2CCCc2nnn[nH]2)c1,59.5
CCC(=O)c1cn(CCCC#N)c2ccc(OCc3c(Cl)cccc3Cl)cc12,C[Si](C)(C)N=[N+]=[N-],CCC(=O)c1cn(CCCc2nnn[nH]2)c2ccc(OCc3c(Cl)cccc3Cl)cc12,46.4
C1CC2CCNC(C1)C2,CC=O,CCN1CCC2CCCC1C2,72.0
CCOC(=O)c1cc2c(Cl)c(Cl)ccc2[nH]1,[OH-],O=C(O)Cc1c(C(=O)c2ccccc2)[nH]c2ccc(Cl)c(Cl)c12,94.0
C[Si](C)(C)C=[N+]=[N-],Cn1ccnc1C(=O)c1[nH]c2cc(Cl)ccc2c1CC(=O)O,COC(=O)Cc1c(C(=O)c2nccn2C)[nH]c2cc(Cl)ccc12,28.7
COc1cccc(CCN)c1,O=C(O)c1ccc(OCc2ccccc2)cc1,COc1cccc(CCNC(=O)c2ccc(OCc3ccccc3)cc2)c1,99.0
CCOC(=O)C(CBr)=NO,c1ccc(COC[C@H]2O[C@H](c3cc4ccccc4[nH]3)[C@@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,CCOC(=O)C(Cc1c([C@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[nH]c2ccccc12)=NO,37.3
COCCOCCBr,C[C@@H](Cc1c2n(c3ccc(O)cc13)CCC2)NC(=O)OC(C)(C)C,COCCOCCOc1ccc2c(c1)c(C[C@H](C)N)c1n2CCC1,49.4
O=c1oc(-c2ccccc2C(F)(F)F)nc2ncccc12,[NH4+],NC(=O)c1cccnc1NC(=O)c1ccccc1C(F)(F)F,33.0
CN1CCNCC1,Cc1nc[nH]c1C=C1C(=O)Nc2ncnc(Cl)c21,Cc1nc[nH]c1C=C1C(=O)Nc2ncnc(N3CCN(C)CC3)c21,49.0
CN1CCNCC1,Cc1cc(C=O)[nH]c1C(=O)O,Cc1cc(C=O)[nH]c1C(=O)N1CCN(C)CC1,66.0
Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1C=O,O=C1Cc2c(ncnc2Nc2ccc(F)c(Cl)c2)N1,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1C=C1C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,100.0
NCC1CCN(c2ccncc2)CC1,O=C(Nc1ccc(Cl)cc1)c1cccnc1Cl,O=C(Nc1ccc(Cl)cc1)c1cccnc1NCC1CCN(c2ccncc2)CC1,24.0
C1COCCN1,O=C1CCN(Cc2ccccc2)CC1,CC(O)C1CN(Cc2ccccc2)CCC1=O,69.7
CC(Cl)Br,COc1ccccc1O,COc1ccccc1OCCCl,35.0
COC(=O)[C@@H]1CCCCN1,O=S(=O)(Cl)CC1CCCCC1,COC(=O)[C@@H]1CCCCN1S(=O)(=O)CC1CCCCC1,70.5
CC(=O)CCC(C)=O,NCCBr,Cc1ccc(C)n1CCBr,47.0
CCN1CCC(C)(c2cccc(OC(C)C)c2)CC1,O=C(Cl)Oc1ccccc1,CC(C)Oc1cccc(C2(C)CCN(C(=O)Oc3ccccc3)CC2)c1,46.4
C=O,OCCN1CCNCC1,CN1CCN(CCO)CC1,84.0
C=C[Sn](CCCC)(CCCC)CCCC,OCc1cn(-c2cccc(Br)c2)cn1,C=Cc1cccc(-n2cnc(CO)c2)c1,51.0
COc1ccccc1C(=O)Cl,O=C(CO)c1ccccc1,COc1ccccc1C(=O)OCC(=O)c1ccccc1,89.6
C=CCCCCCC(CCCC(F)(F)C(F)(F)F)C(=O)OCC,C=CC[C@H]1c2ccc(OC)cc2SC[C@@]1(C)c1ccc(OC)cc1,CCOC(=O)C(CCCCCC=CC[C@H]1c2ccc(OC)cc2SC[C@@]1(C)c1ccc(OC)cc1)CCCC(F)(F)C(F)(F)F,72.0
O=Cc1cc(Br)ccc1F,Oc1ccc2c(c1)CCS2,O=Cc1cc(Br)ccc1Oc1ccc2c(c1)CCS2,62.0
Clc1ncnc2[nH]ccc12,SC1CCCCC1,c1nc(SC2CCCCC2)c2cc[nH]c2n1,22.4
CCC(CC)[C@@H](C=O)NS(=O)(=O)c1ccc(Cl)s1,C[Mg]Br,CCC(CC)[C@H](NS(=O)(=O)c1ccc(Cl)s1)C(C)O,84.0
COCSc1ccc(CC(=O)O)cc1,ICC1CCCC1,COCSc1ccc(C(CC2CCCC2)C(=O)O)cc1,65.3
CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)O)cc1C#N,Nc1ccncn1,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2ccncn2)cc1C#N,22.4
CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)O)cc1[N+](=O)[O-],Nc1ncc[nH]1,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2ncc[nH]2)cc1[N+](=O)[O-],14.0
CC(=O)Cl,Cc1cccc(C)c1CNc1cccn2c(C)c(CO)nc12,CC(=O)OCc1nc2c(NCc3c(C)cccc3C)cccn2c1C,47.4
COc1ccc(Cl)cc1C,O=[N+]([O-])O,COc1c(C)cc(Cl)cc1[N+](=O)[O-],41.0
Cc1cc(O)c([N+](=O)[O-])cc1Cl,O=C([O-])[O-],COc1cc(C)c(Cl)cc1[N+](=O)[O-],97.3
CC(=O)CCC(C)=O,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,Cc1ccc(C)n1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,77.3
CCC(CC)ONC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12,O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,CCC(CC)ON(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,88.2
COc1ccccc1C,O=C1CCC(=O)O1,COc1ccc(C(=O)CCC(=O)O)cc1C,76.1
CC(C)C1=CCC(C)(C)c2cc(O)c(Br)cc21,CCCI,CCCOc1cc2c(cc1Br)C(C(C)C)=CCC2(C)C,70.0
CC(C)C1=CCC(C)(C)c2cc(O)c(Br)cc21,CCCCCCI,CCCCCCOc1cc2c(cc1Br)C(C(C)C)=CCC2(C)C,39.0
CO,O=C(O)c1ccc(O)c(F)c1F,COC(=O)c1ccc(O)c(F)c1F,62.0
CC(C)[N-]C(C)C,CCOC(=O)CCCC1(C)OCCO1,CCOC(=O)C(CC)CCC1(C)OCCO1,33.9
COc1ccc(CO)cc1C#N,O=S(Cl)Cl,COc1ccc(CCl)cc1C#N,90.0
O=C1O[C@@H](CO)CN1c1ccc(C2=CCN(Cc3ccccc3)CC2)c(F)c1,Oc1ccon1,O=C1O[C@@H](COc2ccon2)CN1c1ccc(C2=CCN(Cc3ccccc3)CC2)c(F)c1,64.0
O=C1O[C@@H](CO)CN1c1ccc(N2CCOCC2)c(F)c1,Oc1ccon1,O=C1O[C@@H](COc2ccon2)CN1c1ccc(N2CCOCC2)c(F)c1,69.2
CS(=O)(=O)Cl,O=C1O[C@@H](COc2ccon2)CN1c1ccc(N2CCNCC2)c(F)c1,CS(=O)(=O)N1CCN(c2ccc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,82.9
CN(C(=O)CN)C1CC1,FC(F)(F)c1ccc(-c2nc(Cl)cc(-c3ccccc3)n2)cc1,CN(C(=O)CNc1cc(-c2ccccc2)nc(-c2ccc(C(F)(F)F)cc2)n1)C1CC1,89.0
CC(=O)Cl,CNCc1cc(C(=O)Nc2nc3c(OC)ccc(N4CCOCC4)c3s2)ccn1,COc1ccc(N2CCOCC2)c2sc(NC(=O)c3ccnc(CN(C)C(C)=O)c3)nc12,80.0
N#Cc1ccc(B(O)O)cc1,Oc1c(F)cc(Br)cc1Cl,N#Cc1ccc(-c2cc(F)c(O)c(Cl)c2)cc1,48.0
II,O=C1CC(CO)CN1Cc1ccccc1,O=C1CC(CI)CN1Cc1ccccc1,46.0
CCCC[Sn](CCCC)(CCCC)c1cccs1,Clc1nsnc1Cl,Clc1nsnc1-c1cccs1,54.0
CNCCOC,COc1ccc(N2CCOCC2)c2sc(NC(=O)c3ccc(CN(C)C(=O)CCl)cc3)nc12,COCCN(C)CC(=O)N(C)Cc1ccc(C(=O)Nc2nc3c(OC)ccc(N4CCOCC4)c3s2)cc1,74.0
BrCc1ccno1,CCOP(OCC)OCC,CCOP(=O)(Cc1ccno1)OCC,92.8
CCI,CO[C@@H]1O[C@H](c2cn[nH]n2)[C@H]2OC(C)(C)O[C@@H]12,CCn1ncc([C@H]2O[C@@H](OC)[C@@H]3OC(C)(C)O[C@H]23)n1,46.1
COCCCCCl,O=CC1CC2C=CC1C2,COCCCCC(O)C1CC2C=CC1C2,75.4
CCN(CC1CCN(C(=O)OC(C)(C)C)CC1)C1CCc2ccc(N)cc2C1,CS(=O)(=O)c1ccc(C(=O)Cl)cc1,CCN(CC1CCN(C(=O)OC(C)(C)C)CC1)C1CCc2ccc(NC(=O)c3ccc(S(C)(=O)=O)cc3)cc2C1,60.3
C1CCNC1,C=Cc1ccc(CCl)cc1,C=Cc1ccc(CN2CCCC2)cc1,100.0
CCOC(=O)[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1N,O=C(Cl)OCc1ccccc1,CCOC(=O)[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1NC(=O)OCc1ccccc1,51.6
CC(C)(C)OC(=O)N[C@@H]1CCCO[C@H]1C=O,O=C([O-])O,CC(C)(C)OC(=O)N[C@@H]1CCCO[C@H]1C(=O)O,89.5
Cc1ccc(C(=O)CBr)cc1,OCc1cc(Br)ccc1O,Cc1ccc(C(=O)COc2ccc(Br)cc2CO)cc1,72.7
CCOCCOc1c(C)cc(OB(O)O)cc1C,COC(=O)C1=Cc2cc(O)ccc2S(=O)(=O)CC1,CCOCCOc1c(C)cc(Oc2ccc3c(c2)C=C(C(=O)OC)CCS3(=O)=O)cc1C,56.8
CCOC(=O)C(Cc1cccc(O)c1)OCC,CS(=O)(=O)Oc1ccc(CCCCS(=O)(=O)[O-])cc1,CCOC(=O)C(Cc1cccc(OCCCc2ccc(OS(C)(=O)=O)cc2)c1)OCC,65.0
BrC(c1ccccc1)c1ccccc1,O=C(O)c1cc2cc(Br)ccc2[nH]1,O=C(O)c1cc2cc(Br)ccc2n1C(c1ccccc1)c1ccccc1,87.2
N#CC=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,O=C[O-],O=CC=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,84.4
CCCCCCI,COC(=O)C(O)Cc1ccc(OCc2ccccc2)cc1,CCCCCCOC(Cc1ccc(OCc2ccccc2)cc1)C(=O)OC,87.4
CCCCCCOC(Cc1ccc(O)cc1)C(=O)OC,CS(=O)(=O)Oc1ccc(CCO)cc1,CCCCCCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)OC,67.0
CC(C)(C)OC(=O)Nc1ccc(CCO)cc1,Cc1ccc(S(=O)(=O)Cl)cc1,Cc1ccc(S(=O)(=O)OCCc2ccc(NC(=O)OC(C)(C)C)cc2)cc1,97.8
CCOC(=O)C(Cc1ccc(OCc2ccccc2)c(OC)c1)OCC,Cc1ccc(S(=O)(=O)OCCc2ccc(NC(=O)OC(C)(C)C)cc2)cc1,CCOC(=O)C(Cc1ccc(OCCc2ccc(NC(=O)OC(C)(C)C)cc2)c(OC)c1)OCC,77.2
COc1cc(C=O)ccc1OCCCCCCOC(C)=O,O=[N+]([O-])O,COc1cc(C=O)c([N+](=O)[O-])cc1OCCCCCCOC(C)=O,92.0
CCOC(=O)C1Nc2cc(N)c(C)cc2NC1=O,COC1CC(C=O)C(OC)O1,CCOC(=O)C1Nc2cc(-n3ccc(C=O)c3)c(C)cc2NC1=O,44.3
CS(=O)(=O)OCCN(Cc1ccccc1)c1ccc(Br)cc1[N+](=O)[O-],[I-],O=[N+]([O-])c1cc(Br)ccc1N(CCI)Cc1ccccc1,87.7
BrCc1ccccc1,COC(=O)C=Cc1cccc(-c2ccc3c(c2O)C(C)(C)CCC3(C)C)c1,CC1(C)CCC(C)(C)c2c1ccc(-c1cccc(C=CC(=O)O)c1)c2OCc1ccccc1,91.1
CC(C)(C)OC(=O)CCCCCCCBr,CCOC(=O)C=Cc1ccc(OC)c(-c2cc3c(cc2O)C(C)(C)CCC3(C)C)c1,COc1ccc(C=CC(=O)O)cc1-c1cc2c(cc1OCCCCCCCC(=O)OC(C)(C)C)C(C)(C)CCC2(C)C,80.7
CCOC(=O)C=Cc1ccc(O)c(Br)c1,COCOc1cc2c(cc1B(O)O)C(C)(C)CCC2(C)C,COCOc1cc2c(cc1-c1cc(C=CC(=O)O)ccc1O)C(C)(C)CCC2(C)C,9.9
CCCOc1c(B(O)O)cc(C(C)(C)C)cc1C(C)(C)C,CCOC(=O)C=Cc1ccc(O)c(Br)c1,CCCOc1c(-c2cc(C=CC(=O)O)ccc2O)cc(C(C)(C)C)cc1C(C)(C)C,4.6
CCCOc1c(B(O)O)cc(C(C)(C)C)cc1C(C)(C)C,CCOC(=O)C=Cc1ccc(OC)c(Br)c1,CCCOc1c(-c2cc(C=CC(=O)O)ccc2OC)cc(C(C)(C)C)cc1C(C)(C)C,80.8
CC(C)=O,O=C(Nc1ccc(Cl)cn1)c1ccccc1NCC1CCNCC1,CC(C)N1CCC(CNc2ccccc2C(=O)Nc2ccc(Cl)cn2)CC1,92.0
COC(=O)c1sc2ccccc2c1N,COC(OC)N(C)C,COC(=O)c1sc2ccccc2c1N=CN(C)C,93.0
BrCc1cccc(I)c1,CC(C(=O)O)c1cc(I)c(O)c(I)c1,CC(C(=O)OCc1cccc(I)c1)c1cc(I)c(OCc2cccc(I)c2)c(I)c1,92.0
COC(=O)Cl,NNCCO,COC(=O)N(N)CCO,98.9
CC(C)(N)COS(=O)(=O)O,Sc1ccccc1,CC(C)(N)CSc1ccccc1,57.4
O=C1NC(=O)c2ccccc21,OC1CCCC1c1ccccc1,O=C1c2ccccc2C(=O)N1[C@@H]1CCC[C@@H]1c1ccccc1,69.6
CC(=O)Cl,CC(C)S(=O)(=O)N[C@@H]1CCC[C@H]1c1ccc(-c2ccc(CCN)cc2)cc1,CC(=O)NCCc1ccc(-c2ccc([C@@H]3CCC[C@H]3NS(=O)(=O)C(C)C)cc2)cc1,64.0
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(I)cc1,OB(O)c1cc(F)cc(F)c1,CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(-c2cc(F)cc(F)c2)cc1,51.0
C1CNCCN1,Cc1ccc(S(=O)(=O)n2cc(Br)c3ccccc32)cc1,Cc1ccc(S(=O)(=O)n2cc(N3CCNCC3)c3ccccc32)cc1,65.0
Cc1ccn2ccnc2n1,[Br-],Cc1ccn2c(Br)cnc2n1,63.0
Cc1ccn2c(-c3cccc(OS(=O)(=O)C(F)(F)F)c3)cnc2n1,OB(O)c1ccccc1C(F)(F)F,Cc1ccn2c(-c3cccc(-c4ccccc4C(F)(F)F)c3)cnc2n1,35.4
O=C(CBr)OCc1ccccc1,c1ccc(CC2CCNCC2)cc1,O=C(CN1CCC(Cc2ccccc2)CC1)OCc1ccccc1,100.0
CCOC(=O)C(N)Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccccc12,O=C1CCCCC1C(=O)c1ccccc1,CCOC(=O)C(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccccc12)Nc1ccccc1C(=O)c1ccccc1,15.5
CN1CCC(=O)CC1,COc1ccc(C(C)=O)c(O)c1,COc1ccc2c(c1)OC1(CCN(C)CC1)CC2=O,98.7
CC(C)(C)OC(=O)NC(C(=O)O)C(C)(C)C,CN1CCOCC1,CC(C)(C)OC(=O)NC(C(N)=O)C(C)(C)C,93.2
CCOC(=O)/C(=C\Nc1ccccc1)c1ccccc1,c1ccc(Oc2ccccc2)cc1,O=c1ccc2ccccc2[nH]1,94.0
CCCI,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C(=O)OCC)CC2,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CCC)(C(=O)OCC)CC2,30.4
O=S(=O)([O-])C(F)(F)F,Oc1ccc(Oc2ccccc2)cc1,Oc1ccc(Oc2ccccc2)cc1F,14.3
Nc1cccc(Cl)c1,O=S(=O)(Cl)/C=C/c1ccc(Cl)cc1,O=S(=O)(/C=C/c1ccc(Cl)cc1)Nc1cccc(Cl)c1,31.8
COC(=O)C(O)(c1ccccc1)c1ccccc1,OC1CCCNC1,O=C(OC1CCCNC1)C(O)(c1ccccc1)c1ccccc1,40.1
COC(=O)c1c[nH]cn1,O=[N+]([O-])c1cccc(F)c1,COC(=O)c1cn(-c2cccc([N+](=O)[O-])c2)cn1,58.0
NCCCn1ccnc1,O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,O=C(NCCCn1ccnc1)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,5.2
COC(=O)c1cccc(-c2ccc(CN)cc2)c1,O=C(O)c1cccnc1Oc1ccc(F)cc1,COC(=O)c1cccc(-c2ccc(CNC(=O)c3cccnc3Oc3ccc(F)cc3)cc2)c1,54.8
CCCn1c(=O)c2[nH]c(C34CCC(N)(CC3)CC4)nc2n(CCC)c1=O,COC(=O)[C@@H](C)O,CCCn1c(=O)c2[nH]c(C34CCC(O[C@H](C)C(=O)O)(CC3)CC4)nc2n(CCC)c1=O,20.0
CC(C)=O,CCOC(=O)C12CCC(C=O)C(CC1)C2,CCOC(=O)C12CCC(C1)C(C(=O)O)CC2,87.0
CCCn1c(N)c(N)c(=O)n(CCC)c1=O,O=C(O)C12CCC(O)C(CC1)C2,CCCn1c(=O)c2[nH]c(C34CCC(O)C(CC3)C4)nc2n(CCC)c1=O,44.9
C[C@@H](CC(CO)CO)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,N#Cc1ccc(NC(=O)c2ccc(C=O)cc2)cc1,C[C@@H](C[C@H]1CO[C@H](c2ccc(C(=O)Nc3ccc(C#N)cc3)cc2)OC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,60.1
COc1ccc([N+](=O)[O-])cn1,Cc1ccc(S(=O)(=O)CCl)cc1,COc1ccc([N+](=O)[O-])c(CS(=O)(=O)c2ccc(C)cc2)n1,37.2
CC(C)(C)OC(=O)n1ccc2c3c(ccc21)NC(C(=O)O)C3,O=[N+]([O-])c1ccc(CCO)cc1,CC(C)(C)OC(=O)n1ccc2c3c(ccc21)NC(C(=O)OCCc1ccc([N+](=O)[O-])cc1)C3,85.0
CC(C)(C)C(=O)Oc1ccc2c(CC(=O)NCCCCCCO)cc(=O)oc2c1,CC(C)N(C(C)C)P(Cl)OCCC#N,CC(C)N(C(C)C)P(OCCC#N)OCCCCCCNC(=O)Cc1cc(=O)oc2cc(OC(=O)C(C)(C)C)ccc12,65.2
CC(C)(C)OC(=O)CBr,O=C(Nc1ccccc1)[C@@H]1CCc2ncc(N(Cc3ccccc3)C(=O)OCc3ccccc3)c(=O)n21,CC(C)(C)OC(=O)C[C@H]1C[C@@H](C(=O)Nc2ccccc2)n2c1ncc(N(Cc1ccccc1)C(=O)OCc1ccccc1)c2=O,89.0
C1=COCCC1,OCCCCCCCCCCBr,BrCCCCCCCCCCOC1CCCCO1,42.8
COC(=O)c1cc2cc(OC)ccc2n1C,O=[N+]([O-])O,COC(=O)c1cc2c([N+](=O)[O-])c(OC)ccc2n1C,78.0
COc1ccc(CNC(=O)c2ccc3c(c2)S(=O)(=O)NC(=O)N3C)cc1,O=[N+]([O-])c1ccc(CBr)cc1,COc1ccc(CNC(=O)c2ccc3c(c2)S(=O)(=O)N(Cc2ccc([N+](=O)[O-])cc2)C(=O)N3C)cc1,56.6
COCCc1nc2c(N)nc3c(c2n1CCOCCN)CCCC3,O=C=Nc1ccccc1,COCCc1nc2c(N)nc3c(c2n1CCOCCNC(=O)Nc1ccccc1)CCCC3,36.8
CC(C)(C)OC(=O)NCCOCCNc1c(N)cnc2ccccc12,CCCCC(OCC)(OCC)OCC,CCCCc1nc2cnc3ccccc3c2n1CCOCCNC(=O)OC(C)(C)C,99.9
C[C@H](c1ccccc1)N1C[C@@H](CF)CC1=O,O=S([O-])([O-])=S,C[C@H](c1ccccc1)N1C[C@H](CF)[C@@H](O)C1=O,73.0
CC(C)(C)OC(=O)N[C@@H]1CNC[C@@H]1CF,COc1c(F)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2C[C@@H](N)[C@@H](CF)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,47.0
CCOC(=O)c1cnc(SC)nc1Cl,COc1ccc(CN)cc1Cl,CCOC(=O)c1cnc(SC)nc1NCc1ccc(OC)c(Cl)c1,95.7
CC(=O)NCCN,O=C(O)c1ccc(OCc2ccc(F)cc2)cc1C(=O)O,CC(=O)NCCN1C(=O)c2ccc(OCc3ccc(F)cc3)cc2C1=O,62.0
CC(=O)Cl,O=C(O)CCc1ccc(Cl)cc1,COC(=O)CCc1ccc(Cl)cc1,100.0
CC(C)(C)OC(=O)CCC1(C(=O)O)CCCC1,COCCI,COCCC(CC1(C(=O)O)CCCC1)C(=O)OC(C)(C)C,81.0
N#Cc1ccccn1,NNC(=O)c1cccc(Cl)c1,Clc1cccc(-c2nc(-c3ccccn3)n[nH]2)c1,11.3
N#Cc1cc(Br)cc(-c2nc(-c3ccccn3)no2)c1,Nc1cccc(B(O)O)c1,N#Cc1cc(-c2cccc(N)c2)cc(-c2nc(-c3ccccn3)no2)c1,45.0
