,reactant_1,reactant_2,product,Yield
5602,C1COCCN1,O=C1CCN(Cc2ccccc2)CC1,C1=C(N2CCOCC2)CCN(Cc2ccccc2)C1,100.0
5608,CCOC(=O)CCN(C(=O)c1ccc(NC)c(N)c1)c1ccccn1,N#Cc1ccc(CCC(=O)O)cc1,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CCc1ccc(C#N)cc1)n2C)c1ccccn1,22.0
5609,CCCCCCCCOC(=O)Cl,COC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccc1,CCCCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OC)c4ccccc4)ccc3n2C)cc1,41.0
5610,CCCCCCCOC(=O)Cl,COC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccc1,CCCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OC)c4ccccc4)ccc3n2C)cc1,43.0
5611,CCCCCCOC(=O)Cl,CCCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccc1,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCCC)c4ccccc4)ccc3n2C)cc1,31.0
5612,CCCCCCOC(=O)Cl,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CCc1ccc(C(=N)N)cc1)n2C)c1ccccn1,CCCCCCOC(=O)NC(=N)c1ccc(CCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,72.0
5613,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CCc1ccc(C(=N)N)cc1)n2C)c1ccccn1,O=C(Cl)c1cccnc1,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CCc1ccc(C(=N)NC(=O)c3cccnc3)cc1)n2C)c1ccccn1,56.0
5615,CCCCCOC(=O)Cl,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1OC)n2C)c1ccccc1,CCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccc4)ccc3n2C)c(OC)c1,53.0
5616,N#CBr,NNC(=O)c1ccc(CN2CCCCCC2)s1,Nc1nnc(-c2ccc(CN3CCCCCC3)s2)o1,40.7
5619,CC(C)(C)OC(=N)C(Cl)(Cl)Cl,O=C(N[C@@H](CCc1ccccc1)C(=O)O)OCc1ccccc1,CC(C)(C)OC(=O)[C@H](CCc1ccccc1)NC(=O)OCc1ccccc1,38.0
5622,O=C(CBr)c1ccccc1,O=C(O)c1ccc(CBr)cc1,O=C(COC(=O)c1ccc(CBr)cc1)c1ccccc1,27.0
5625,C1CNCCNC1,O=S(=O)(Cl)c1ccc(C(F)(F)F)cc1,O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCCNCC1,95.2
5626,CC(C)c1cc(C=O)cc(C(C)C)c1O,O=C=NS(=O)(=O)Cl,CC(C)c1cc(C=O)cc(C(C)C)c1OS(N)(=O)=O,33.1
5627,CC(C)c1cc(C(C)C)c(CC(=O)O)c(C(C)C)c1,CC(C)c1cc(O[Si](C)(C)C(C)(C)C)cc(C(C)C)c1OS(N)(=O)=O,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cc(O[Si](C)(C)C(C)(C)C)cc2C(C)C)c(C(C)C)c1,72.2
5632,C=CC(C)=O,O=C(NCc1ccc(Cl)cc1)c1cnc2c(F)cc(I)cc2c1O,CC(=O)/C=C/c1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1,52.0
5633,CCOC(=O)c1cnc2ccc(COCCO)cc2c1O,NCc1ccc(Cl)cc1,O=C(NCc1ccc(Cl)cc1)c1cnc2ccc(COCCO)cc2c1O,75.0
5634,CCOC=C(C(=O)OCC)C(=O)OCC,N#CSc1ccc(N)c(F)c1,CCOC(=O)c1cnc2c(F)cc(SC#N)cc2c1O,25.6
5635,N#C[S-],Nc1ccccc1F,N#CSc1ccc(N)c(F)c1,82.5
5636,CCOC(=O)c1ccc(I)cc1,CCc1cc(N)cc2c1OCC2(C)C,CCOC(=O)c1ccc(Nc2cc(CC)c3c(c2)C(C)(C)CO3)cc1,77.0
5637,CC(=O)Cl,Cc1cc2c(cc1Br)C(C)(C)CO2,CC(=O)c1c(C)c(Br)cc2c1OCC2(C)C,61.6
5638,CCCC=O,CCOC(=O)c1ccc(Nc2ccc3c(c2)C(C)(C)OC3(C)C)cc1,CCCCN(c1ccc(C(=O)OCC)cc1)c1ccc2c(c1)C(C)(C)OC2(C)C,88.0
5640,CC(C)(C)C(=O)CBr,O=C1NC(=O)c2ccccc21,CC(C)(C)C(=O)CN1C(=O)c2ccccc2C1=O,76.2
5642,N[C@@H](Cc1ccccc1)C(=O)O,O=C1OC(=O)C2C3C=CC(CC3)C12,O=C(O)C(Cc1ccccc1)N1C(=O)C2C3C=CC(CC3)C2C1=O,58.0
5644,CC(C)(C)CO,O=C(O)c1ccc(C(F)(F)F)cc1,CC(C)(C)COC(=O)c1ccc(C(F)(F)F)cc1,99.5
5645,COC(Cl)Cl,Cc1cc(C)c2c(c1C)CC(C)(C)C2,Cc1c(C)c2c(c(C)c1C=O)CC(C)(C)C2,95.0
5646,CC(=O)N1CCc2ccc(O)cc21,O=C1CCC(=O)N1Br,CC(=O)N1CCc2cc(Br)c(O)cc21,73.6
5647,N,O=C(O)c1cccc2nc(-c3ccccc3)[nH]c12,NC(=O)c1cccc2nc(-c3ccccc3)[nH]c12,62.0
5648,COC(=O)c1cccc2[nH]c(-c3cccc(OC)c3)nc12,N,COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1,46.0
5649,Nc1ccccc1,Oc1ccc2cc(Br)ccc2c1,Brc1ccc2cc(Nc3ccccc3)ccc2c1,88.0
5650,COc1c(C)cc(C=O)cc1-c1ccccc1,[OH-],COc1c(C)cc(C(=O)O)cc1-c1ccccc1,89.0
5651,COc1ccc(C(=O)O)cc1C1CCCC1,Cc1cc(Cc2ccc(Br)cc2)oc1C,COc1ccc(C(=O)c2c(Cc3ccc(Br)cc3)oc(C)c2C)cc1C1CCCC1,78.5
5652,Cc1oc(Cc2ccc(Br)cc2)c(C(=O)c2ccc(O)c(C3CCCC3)c2)c1C,O=C(O)c1ccc(S(=O)(=O)Cl)cc1O,Cc1oc(Cc2ccc(Br)cc2)c(C(=O)c2ccc(OS(=O)(=O)c3ccc(C(=O)O)c(O)c3)c(C3CCCC3)c2)c1C,75.5
5653,COc1cc(Br)c(C#N)c([N+](=O)[O-])c1,OB(O)c1ccccc1Cl,COc1cc(-c2ccccc2Cl)c(C#N)c([N+](=O)[O-])c1,100.0
5655,COC=C(C1=NOCCO1)c1ccccc1O,Fc1ncnc(Oc2ccccc2)c1F,COC=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2)c1F,82.0
5656,CN(C)C=O,COc1ccccc1Oc1c(Cl)nc(-c2ccnc(C(=N)NN)c2)nc1NS(=O)(=O)c1ccc(C)cn1,COc1ccccc1Oc1c(Cl)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1NS(=O)(=O)c1ccc(C)cn1,92.0
5661,O=C(O)c1ccc(C(=O)O)cc1,O=C(OCc1ccccc1)[C@H]1CCCN1,O=C(OCc1ccccc1)[C@H]1CCCN1C(=O)c1ccc(C(=O)N2CCC[C@@H]2C(=O)OCc2ccccc2)cc1,72.0
5662,O=C(O)Cc1cccc(CC(=O)O)n1,O=C(OCc1ccccc1)[C@H]1CCCN1,O=C(OCc1ccccc1)[C@H]1CCCN1C(=O)Cc1cccc(CC(=O)N2CCC[C@@H]2C(=O)OCc2ccccc2)n1,8.0
5663,CCC(=O)Nc1c([N+](=O)[O-])cnn1-c1ncc(C(F)(F)F)cc1Cl,O=C(O)C(F)(F)F,CCC(=O)Nc1c([N+](=O)[O-])cnn1-c1c(Cl)cc(C(F)(F)F)c[n+]1[O-],85.0
5664,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(CC(C)C)cc2N)c1C,O=CO,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(CC(C)C)cc2NC=O)c1C,59.4
5665,COc1cccc(CC(=O)Cl)c1,Cn1cc(Br)c(-c2cccc(N)c2)n1,COc1cccc(CC(=O)Nc2cccc(-c3nn(C)cc3Br)c2)c1,19.0
5666,COc1ccc([C@@]2(O)CCCC[C@@H]2O)cc1,Cc1ccc(S(=O)(=O)Cl)cc1,COc1ccc([C@@]2(O)CCCC[C@@H]2OS(=O)(=O)c2ccc(C)cc2)cc1,25.0
5667,C[S+](C)(C)=O,O=C1CN2CCC1CC2,C1CN2CCC1C1(CO1)C2,83.1
5668,Nc1cnc2c(c1)CC1(CN3CCC1CC3)O2,O=C=Nc1ccccc1,O=C(Nc1ccccc1)Nc1cnc2c(c1)CC1(CN3CCC1CC3)O2,86.0
5669,Brc1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2,C#C[Si](C)(C)C,C[Si](C)(C)C#Cc1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2,90.0
5670,CCOC(=O)C(C(=O)OCC)c1ccccc1,Cc1ccc(CCCCBr)cc1,CCOC(=O)C(CCCCc1ccc(C)cc1)(C(=O)OCC)c1ccccc1,55.0
5671,CCCC(=O)OC(=O)CCC,Nc1cnc2ccccc2c1O,CCCc1nc2cnc3ccccc3c2o1,51.8
5672,CCCC(=O)Cl,Nc1cnc2cc(F)ccc2c1O,CCCC(=O)Nc1cnc2cc(F)ccc2c1O,86.3
5673,C1CCNCC1,COC(=O)c1ccc2nsnc2c1,O=C(c1ccc2nsnc2c1)N1CCCCC1,87.0
5675,CCCCCCCCCCCCCC=O,[C-]#N,CCCCCCCCCCCCCC(O)C#N,22.0
5676,C1CCOC1,CC(C)=CCOc1ccc(Br)cc1C(C)(C)C,CC(C)(O)CCOc1ccc(Br)cc1C(C)(C)C,67.0
5677,CCOC(C)=O,COc1ccc(Br)c([N+](=O)[O-])c1,O=[N+]([O-])c1cccc(O)c1Br,79.0
5679,C=Cc1ccc(OC(C)=O)cc1,O=C(Cl)C(Cl)(Cl)Cl,C=Cc1ccc(OC(=O)C(Cl)(Cl)Cl)cc1,62.0
5682,C=CCN=C=O,NNC(=O)c1cccnc1,C=CCNC(=O)NNC(=O)c1cccnc1,92.4
5685,CCCCc1ccc(C(=O)O)cc1,NC(=O)NCc1ccc(CNC(=O)[C@H](N)CCCNC(N)=N[N+](=O)[O-])cc1,CCCCc1ccc(C(=O)N[C@H](CCCNC(N)=N[N+](=O)[O-])C(=O)NCc2ccc(CNC(N)=O)cc2)cc1,33.0
5686,C=Cc1cccc([N+](=O)[O-])c1,CC(=O)Nc1ccc(Br)cn1,CC(=O)Nc1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cn1,90.3
5687,C=Cc1ccncc1,O=[N+]([O-])c1cccnc1Nc1cccc(/C=C/c2cncc(Br)c2)c1,O=[N+]([O-])c1cccnc1Nc1cccc(/C=C/c2cncc(/C=C/c3ccncc3)c2)c1,40.8
5688,CC(=O)Nc1ccc(/C=C/c2cccc(Nc3ncccc3N)c2)cn1,O=C(O)C(=O)Cc1cccnc1,CC(=O)Nc1ccc(/C=C/c2cccc(-n3c(=O)c(Cc4cccnc4)nc4cccnc43)c2)cn1,85.4
5690,COc1ccc2[nH]c(=O)c(-c3nnn(Cc4cccc(OCc5ccc6ccccc6n5)c4)n3)cc2c1,O=C([O-])[O-],COc1ccc2c(c1)cc(-c1nnn(Cc3cccc(OCc4ccc5ccccc5n4)c3)n1)c(=O)n2C,81.2
5692,CCOP(=O)(CNCc1ccccc1)OCC,COc1nc2cc([N+](=O)[O-])cc(CBr)c2nc1OC,CCOP(=O)(CN(Cc1ccccc1)Cc1cc([N+](=O)[O-])cc2nc(OC)c(OC)nc12)OCC,46.1
5693,BrCCc1ccc2ccccc2c1,FC(F)(F)c1cccc(C2=CCNCC2)c1,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,90.0
5695,COC1=CC(OC)=NN(Cl)N1,Cn1nc(-c2cc(O)c(Cl)cc2F)c(Cl)c1C(F)(F)F,COC1=CC(OC)=NN(Oc2cc(-c3nn(C)c(C(F)(F)F)c3Cl)c(F)cc2Cl)N1,81.6
5698,COc1ccc(F)cc1OCCN,Fc1ccc2[nH]cc(CCCl)c2c1,COc1ccc(F)cc1OCCNCCc1c[nH]c2ccc(F)cc12,43.3
5700,CCc1cc(-c2c3ccccc3cc3sc(C)c(C)c23)cc(CC)c1O,COC(=O)c1csc(S(=O)(=O)Cl)c1OC,CCc1cc(-c2c3ccccc3cc3sc(C)c(C)c23)cc(CC)c1OS(=O)(=O)c1scc(C(=O)OC)c1OC,63.3
5702,CSc1nccc(-c2ccc(S(=O)(=O)Cl)s2)n1,Cc1sc2cc3ccccc3c(-c3ccc(O)c(C4CCCC4)c3)c2c1C,CSc1nccc(-c2ccc(S(=O)(=O)Oc3ccc(-c4c5ccccc5cc5sc(C)c(C)c45)cc3C3CCCC3)s2)n1,58.0
5703,CCOC(=O)c1c2ccc(CC(=O)NO)ccc-2c(C(=O)OCC)c1N,O=C(CCl)N1CCOCC1,CCOC(=O)c1c2ccc(CC(=O)NOCC(=O)N3CCOCC3)ccc-2c(C(=O)OCC)c1N,33.0
5704,Brc1ccc2c(c1)CNCC2,O=[N+]([O-])[O-],O=[N+]([O-])c1cc2c(cc1Br)CNCC2,96.2
5706,CCOC(=O)C(=O)c1ccccc1C,O=C1CCC(=O)N1Br,CCOC(=O)C(=O)c1ccccc1CBr,43.2
5710,CCOC(=O)C(F)=C(C)C1(C(=O)OCC)CC1,O=C1CCC(=O)N1Br,CCOC(=O)/C(F)=C(\CBr)C1(C(=O)OCC)CC1,49.8
5712,CN1CCN(c2cccc3c2C[C@H](N)CC3)CC1,O=C(O)c1ccc(N2CCOCC2)cc1,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(N4CCOCC4)cc2)CC3)CC1,85.0
5715,CC(C)CC(CC(=O)N(CC(=O)NO)CC(C)C)C(=O)N(C)C,NOCc1ccccc1,CC(CC(=O)N(C)CC(=O)OCc1ccccc1)C(N)=O,40.9
5716,C[N+](=O)[O-],O=Cc1ccc2c(c1)OCO2,O=[N+]([O-])C=Cc1ccc2c(c1)OCO2,80.0
5717,Nc1ccc(OCCBr)cc1[N+](=O)[O-],O=C(n1ccnc1)n1ccnc1,O=C1N=c2ccc(OCCBr)cc2=N1,21.0
5719,Cc1ccc(S(=O)(=O)OS(=O)(=O)c2ccc(C)cc2)cc1,Cn1c(=O)[nH]c2ccc(OCCO)cc21,Cc1ccc(S(=O)(=O)OCCOc2ccc3[nH]c(=O)n(C)c3c2)cc1,73.0
5720,Cc1ccc(S(=O)(=O)OCCOc2ccc3c(c2)CC(=O)N3)cc1,Fc1ccc(CC2CCNCC2)cc1,O=C1Cc2cc(OCCN3CCC(Cc4ccc(F)cc4)CC3)ccc2N1,76.0
5722,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,87.4
5724,CCCCBr,Nc1cccc(O)c1,CCCCNc1cccc(O)c1,57.0
5725,O=C(NCCCCCBr)OCc1ccccc1,OCCOCCOCCOCCOCCO,O=C(NCCCCCOCCOCCOCCOCCOCCO)OCc1ccccc1,56.4
5726,Cc1ccc(O)c2c1NC(=O)CC2,ClCCCN1CCN(Cc2ccc3ccccc3n2)CC1,Cc1ccc(OCCCN2CCN(Cc3ccc4ccccc4n3)CC2)c2c1NC(=O)CC2,17.2
5727,Fc1ccc(CCN2CCC[C@H](Cl)C2)cc1,c1ccc2c(c1)COc1ccccc1N2,Fc1ccc(CCN2CCC[C@@H]2CN2c3ccccc3COc3ccccc32)cc1,45.8
5728,N#Cc1ccc(CCN2CCC[C@H](Cl)C2)cc1,c1ccc2c(c1)COc1ccccc1N2,N#Cc1ccc(CCN2CCC[C@@H]2CN2c3ccccc3COc3ccccc32)cc1,14.4
5730,CC(C)(C)OC(=O)CN[C@H](Cc1ccc2ccccc2c1)C(=O)O,CN[C@H](Cc1cccs1)C(=O)N[C@@H](CCCCNC(=O)OCC(Cl)(Cl)Cl)C(N)=O,NC(=O)[C@H](CCCCNC(=O)OCC(Cl)(Cl)Cl)NC(=O)[C@@H](Cc1cccs1)NCC(=O)[C@H](N)Cc1ccc2ccccc2c1,63.4
5731,CC(C)(C)C1CCC(=O)CC1,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)C=C1CCC(C(C)(C)C)CC1,92.0
5732,CCNc1cc2ncnc(Cl)c2cc1[N+](=O)[O-],NCc1ccccc1N,CCNc1cc2ncnc(NCc3ccccc3N)c2cc1[N+](=O)[O-],78.1
5734,C=CCO[C@H]1[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@H](C(O)[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@]1(O)[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,C[N+]1([O-])CCOCC1,CC(C)(C)[Si](c1ccccc1)(c1ccccc1)C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OCCO)[C@@]1(O)[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,72.0
5736,CC(C)(C)OC(=O)N[C@H](CCCNC(=O)OCc1ccccc1)C(=O)Oc1ccccc1[N+](=O)[O-],N[C@@H](CO)c1ccccc1,CC(C)(C)OC(=O)N[C@H](CCCNC(=O)OCc1ccccc1)C(=O)N[C@@H](CO)c1ccccc1,69.8
5737,CC(C)(C/C=C/C(=O)O)NC(=O)OC(C)(C)C,CN(CCc1ccccc1OCCO)C(=O)[C@H](N)Cc1ccc2ccccc2c1,CN(CCc1ccccc1OCCO)C(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)/C=C/CC(C)(C)NC(=O)OC(C)(C)C,61.0
5738,CC(C)(C/C=C/C(=O)O)NC(=O)OC(C)(C)C,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1cccc2ccccc12)NC,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1cccc2ccccc12)N(C)C(=O)/C=C/CC(C)(C)NC(=O)OC(C)(C)C,51.7
5739,CC(C)(C/C=C/C(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CNC(Cc1ccc2ccccc2c1)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N(C)C,CN(C)C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)NC(=O)OCC1c2ccccc2-c2ccccc21,68.1
5740,CCCCC(CC)CN(CC(CC)CCCC)[SiH](OC)OC,CO[Si](CCC(F)(F)F)(OC)OC,CCCCC(CC)CN(CC(CC)CCCC)[Si](CCC(F)(F)F)(OC)OC,98.0
5741,Cn1c(C(F)(F)F)cc(=O)n(-c2ccc(Cl)cc2O)c1=O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1oc2c(-n3c(=O)cc(C(F)(F)F)n(C)c3=O)ccc(Cl)c2c1C,22.5
5742,CC(=O)Cl,Cn1c(C(F)(F)F)cc(=O)n(-c2ccc(Cl)c3cc(CO)oc23)c1=O,CC(=O)OCc1cc2c(Cl)ccc(-n3c(=O)cc(C(F)(F)F)n(C)c3=O)c2o1,45.5
5743,Cc1oc2c(-n3c(=O)cc(C(F)(F)F)n(C)c3=O)c(F)cc(Cl)c2c1CC#N,O,Cc1oc2c(-n3c(=O)cc(C(F)(F)F)n(C)c3=O)c(F)cc(Cl)c2c1CC(N)=O,75.0
5745,Brc1nccs1,COc1cccc(O)c1,COc1cccc(Oc2nccs2)c1,60.6
5747,Clc1ccc2c(c1)SCc1cccnc1C2N1CCNCC1,O=C(O)CSc1ccncc1,O=C(CSc1ccncc1)N1CCN(C2c3ccc(Cl)cc3SCc3cccnc32)CC1,94.0
5748,CSC(=NC#N)N1CCN(C2c3ccc(Cl)cc3SCc3cccnc32)CC1,NCc1ccncc1,N#CNC(=NCc1ccncc1)N1CCN(C2c3ccc(Cl)cc3SCc3cccnc32)CC1,87.0
5751,CC(C)(C)OC(=O)N1CC(CCl)c2c1cc([N+](=O)[O-])c1ccccc21,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,O=C(c1cc2cc([N+](=O)[O-])ccc2[nH]1)N1CC(CCl)c2c1cc([N+](=O)[O-])c1ccccc21,81.2
5752,COC(=O)c1cc2c3c(cc([N+](=O)[O-])c2[nH]1)N(C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1)CC3CO,ClP(Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)c1cc2c3c(cc([N+](=O)[O-])c2[nH]1)N(C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1)CC3CCl,64.0
5754,C/C=C\C,CCCCN,CCCCN1CC=CC1,92.0
5756,CCO,N#Cc1cnn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c1N,NC(=O)c1cnn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c1N,71.0
5757,CC(=O)OC1O[C@@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1,NC(=O)C1C=NC=CC1=O,NC(=O)c1cn([C@H]2O[C@@H](COC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@@H]2OC(=O)c2ccccc2)ccc1=O,9.0
5759,CN(C)C=C(C=O)OCc1ccccc1,Cc1csc(CC(N)=O)n1,Cc1csc(-c2cc(OCc3ccccc3)c[nH]c2=O)n1,73.1
5760,NC(c1ccccc1)c1ccccc1,O=C([O-])[O-],O=C(OCc1ccccc1)C1CCN1C(c1ccccc1)c1ccccc1,52.0
5762,CCCI,Cc1ccc(Nc2nc(=O)c3cccnc3s2)cc1,CCCn1c(=Nc2ccc(C)cc2)sc2ncccc2c1=O,56.1
5763,BrCc1ccccc1,O=c1nc(Nc2ccc(I)cc2)sc2ncccc12,O=c1c2cccnc2sc(=Nc2ccc(I)cc2)n1Cc1ccccc1,61.0
5764,NCCCNCCCN(Cc1ccccc1)CC1CCc2ccccc2O1,O=C(n1ccnc1)n1ccnc1,O=C1NCCCN1CCCN(Cc1ccccc1)CC1CCc2ccccc2O1,42.0
5765,O=C1CCCc2cc(OCCn3ccnc3)ccc21,O=Cc1ccc(Br)cc1,O=C1C(=Cc2ccc(Br)cc2)CCc2cc(OCCn3ccnc3)ccc21,81.0
5766,Cc1ccc(C=O)s1,O=C1CCCc2cc(OCCc3c[nH]cn3)ccc21,Cc1ccc(C=C2CCc3cc(OCCc4c[nH]cn4)ccc3C2=O)s1,53.1
5767,C[Si](C)(C)Cl,O=C1CCCc2cc(O)ccc21,C[Si](C)(C)OC1=CCCc2cc(O[Si](C)(C)C)ccc21,83.2
5770,C=CC[Si](C)(C)C,N#Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1,C=C(C[Si](C)(C)C)c1ccc(C#N)cc1,54.0
5771,CCN,Cc1cccc(C(=O)c2ccc(C)nc2Cl)c1,CCNc1nc(C)ccc1C(=O)c1cccc(C)c1,83.0
5772,Cc1ccc(C(=O)O)c(Cl)n1,Cl[Mg]C1CCCCC1,Cc1ccc(C(=O)C2CCCCC2)c(Cl)n1,14.0
5775,Brc1cccc2nonc12,CCOB(OCC)OCC,OB(O)c1cccc2nonc12,32.0
5776,CC(O)C(=O)O,Cc1ccc(N)c(O)c1,Cc1ccc2nc(C(C)O)oc2c1,92.0
5779,CCOC=C(C(=O)OCC)C(=O)c1cc(F)c([N+](=O)[O-])c(C)c1F,Cc1cc(F)ccc1N,CCOC(=O)c1cn(-c2ccc(F)cc2C)c2c(C)c([N+](=O)[O-])c(F)cc2c1=O,46.9
5782,CCI,O=C(O)c1ccc2oc(-c3ccc(OCc4ccccc4)cc3)cc(=O)c2c1,CCOC(=O)c1ccc2oc(-c3ccc(OCc4ccccc4)cc3)cc(=O)c2c1,25.0
5783,O=C(O)c1cccc(C(=O)C=Cc2ccc(OCc3ccc4ccccc4n3)cc2)c1O,[OH-],O=C(O)c1cccc2c(=O)c(O)c(-c3ccc(OCc4ccc5ccccc5n4)cc3)oc12,49.0
5784,CCOC(=O)c1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,ClCCCBr,CCOC(=O)c1ccc2oc(-c3ccccc3)c(OCCCCl)c(=O)c2c1,38.0
5785,CCOC(=O)C(C#N)=C(C)C,COC(OC)N(C)C,CCOC(=O)C(C#N)=C(C)C=CN(C)C,100.0
5786,COC(=O)c1ccc(-c2ccc(O)cc2)cc1,O=[N+]([O-])O,COC(=O)c1ccc(-c2ccc(O)c([N+](=O)[O-])c2)cc1,93.0
5787,O=C(Cl)C(=O)Cl,O=C(O)c1cc([N+](=O)[O-])c(F)cc1F,O=C(Cl)c1cc([N+](=O)[O-])c(F)cc1F,95.2
5788,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,89.8
5789,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,87.9
5790,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,86.5
5791,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,83.2
5792,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,84.6
5793,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,86.4
5794,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,88.7
5795,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,84.6
5796,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,81.8
5797,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,80.3
5798,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,81.8
5799,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,87.9
5800,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,86.5
5801,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,82.7
5802,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,81.3
5803,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,83.2
5804,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,84.6
5805,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,89.8
5806,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,89.4
5807,Cc1ccc(B(O)O)cc1,N#Cc1ccccc1Cl,Cc1ccc(-c2ccccc2C#N)cc1,85.6
